title,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
I'm Walkin',Fats Domino,spotify:track:2gZlblsff9FKnhSIwB2ZsU,0.65,0.89,9,-8.11,1,0.0553,0.611,0.056,0.0786,0.972,114.513,audio_features,2gZlblsff9FKnhSIwB2ZsU,https://api.spotify.com/v1/tracks/2gZlblsff9FKnhSIwB2ZsU,https://api.spotify.com/v1/audio-analysis/2gZlblsff9FKnhSIwB2ZsU,126667,4
Let's Have A Party,Wanda Jackson,spotify:track:3QUGcs2wxh0hs1cpQYejSf,0.522,0.901,4,-8.549,1,0.0479,0.535,8.47e-06,0.176,0.916,166.886,audio_features,3QUGcs2wxh0hs1cpQYejSf,https://api.spotify.com/v1/tracks/3QUGcs2wxh0hs1cpQYejSf,https://api.spotify.com/v1/audio-analysis/3QUGcs2wxh0hs1cpQYejSf,131200,4
The Locomotion,Little Eva,spotify:track:5xzdDMhFYiuUONB0Mha9VS,0.629,0.782,3,-9.595,1,0.0574,0.709,0.0215,0.304,0.736,128.973,audio_features,5xzdDMhFYiuUONB0Mha9VS,https://api.spotify.com/v1/tracks/5xzdDMhFYiuUONB0Mha9VS,https://api.spotify.com/v1/audio-analysis/5xzdDMhFYiuUONB0Mha9VS,139120,4
Party Doll,Buddy Knox,spotify:track:3SNEFR9U8CCEUN3iZfkVgW,0.664,0.731,11,-7.84,0,0.0779,0.718,5.95e-06,0.216,0.661,90.054,audio_features,3SNEFR9U8CCEUN3iZfkVgW,https://api.spotify.com/v1/tracks/3SNEFR9U8CCEUN3iZfkVgW,https://api.spotify.com/v1/audio-analysis/3SNEFR9U8CCEUN3iZfkVgW,135173,4
Big Girls Don't Cry,Frankie Valli & The Four Seasons,spotify:track:00meczE1jpLTX0BBzIGrAR,0.764,0.84,2,-5.023,1,0.0672,0.393,8.64e-06,0.0686,0.843,130.276,audio_features,00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/tracks/00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/audio-analysis/00meczE1jpLTX0BBzIGrAR,148013,4
Save the Last Dance for Me,The Drifters,spotify:track:7quaRdGKICuz3XiF1WRdta,0.6,0.576,4,-7.667,1,0.0309,0.458,0.0,0.123,0.868,142.934,audio_features,7quaRdGKICuz3XiF1WRdta,https://api.spotify.com/v1/tracks/7quaRdGKICuz3XiF1WRdta,https://api.spotify.com/v1/audio-analysis/7quaRdGKICuz3XiF1WRdta,154227,4
True Love Ways,Buddy Holly,spotify:track:3U8fZq4cuT7nJ1jwztBd94,0.335,0.0849,10,-21.256,1,0.0377,0.787,0.00318,0.0906,0.34,83.848,audio_features,3U8fZq4cuT7nJ1jwztBd94,https://api.spotify.com/v1/tracks/3U8fZq4cuT7nJ1jwztBd94,https://api.spotify.com/v1/audio-analysis/3U8fZq4cuT7nJ1jwztBd94,181533,4
Lonely Teardrops,Jackie Wilson,spotify:track:6TYR3IVgIwDK6ydc2EPEQq,0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,0.843,137.133,audio_features,6TYR3IVgIwDK6ydc2EPEQq,https://api.spotify.com/v1/tracks/6TYR3IVgIwDK6ydc2EPEQq,https://api.spotify.com/v1/audio-analysis/6TYR3IVgIwDK6ydc2EPEQq,166213,4
Rama Lama Ding Dong (Original version 1958),The Edsels,spotify:track:3MfO2eMTwf5LLyMqjwGXLl,0.609,0.709,1,-7.056,1,0.0321,0.254,1.05e-05,0.106,0.949,122.465,audio_features,3MfO2eMTwf5LLyMqjwGXLl,https://api.spotify.com/v1/tracks/3MfO2eMTwf5LLyMqjwGXLl,https://api.spotify.com/v1/audio-analysis/3MfO2eMTwf5LLyMqjwGXLl,147720,4
Heart and Soul,The Cleftones,spotify:track:5XoYj1BbiLSzBjhPoMv09C,0.519,0.396,8,-8.751,1,0.0292,0.681,0.0,0.719,0.942,148.534,audio_features,5XoYj1BbiLSzBjhPoMv09C,https://api.spotify.com/v1/tracks/5XoYj1BbiLSzBjhPoMv09C,https://api.spotify.com/v1/audio-analysis/5XoYj1BbiLSzBjhPoMv09C,113640,4
Duke of Earl,Gene Chandler,spotify:track:6Hy22YDN9HJMRlJP1LwnJy,0.422,0.28,5,-11.277,1,0.0365,0.824,0.0,0.297,0.496,100.839,audio_features,6Hy22YDN9HJMRlJP1LwnJy,https://api.spotify.com/v1/tracks/6Hy22YDN9HJMRlJP1LwnJy,https://api.spotify.com/v1/audio-analysis/6Hy22YDN9HJMRlJP1LwnJy,147841,4
Little Star,The Elegants,spotify:track:3c7KT5CN8uYRaK3xThhdYt,0.408,0.397,9,-12.536,1,0.03,0.873,0.0,0.28,0.697,72.615,audio_features,3c7KT5CN8uYRaK3xThhdYt,https://api.spotify.com/v1/tracks/3c7KT5CN8uYRaK3xThhdYt,https://api.spotify.com/v1/audio-analysis/3c7KT5CN8uYRaK3xThhdYt,162773,4
Come Softly To Me,The Fleetwoods,spotify:track:603N4XGJUTbK760GLCvIIs,0.601,0.095,1,-18.478,1,0.0374,0.93,0.000285,0.116,0.672,122.975,audio_features,603N4XGJUTbK760GLCvIIs,https://api.spotify.com/v1/tracks/603N4XGJUTbK760GLCvIIs,https://api.spotify.com/v1/audio-analysis/603N4XGJUTbK760GLCvIIs,144933,4
There's A Moon Out Tonight,The Capris,spotify:track:40aBLJfb6hC7GH2UQOHZYG,0.323,0.437,6,-10.658,1,0.0382,0.872,0.0,0.273,0.642,203.491,audio_features,40aBLJfb6hC7GH2UQOHZYG,https://api.spotify.com/v1/tracks/40aBLJfb6hC7GH2UQOHZYG,https://api.spotify.com/v1/audio-analysis/40aBLJfb6hC7GH2UQOHZYG,134707,3
This Magic Moment,The Drifters,spotify:track:4vBDAxKllafwCMDWD76atv,0.271,0.599,0,-4.63,1,0.0326,0.455,3.08e-06,0.11,0.705,136.169,audio_features,4vBDAxKllafwCMDWD76atv,https://api.spotify.com/v1/tracks/4vBDAxKllafwCMDWD76atv,https://api.spotify.com/v1/audio-analysis/4vBDAxKllafwCMDWD76atv,151560,3
It's My Party,Lesley Gore,spotify:track:1Pq47iFLC5U7j8xeNiNcuS,0.692,0.501,9,-11.708,1,0.0625,0.368,0.0,0.0393,0.961,128.388,audio_features,1Pq47iFLC5U7j8xeNiNcuS,https://api.spotify.com/v1/tracks/1Pq47iFLC5U7j8xeNiNcuS,https://api.spotify.com/v1/audio-analysis/1Pq47iFLC5U7j8xeNiNcuS,140000,4
Speedoo,Various Artists,spotify:track:6kp8H3pc0uk2Xf8D6t7Jad,0.489,0.64,3,-7.552,1,0.0424,0.747,2.34e-06,0.119,0.946,126.055,audio_features,6kp8H3pc0uk2Xf8D6t7Jad,https://api.spotify.com/v1/tracks/6kp8H3pc0uk2Xf8D6t7Jad,https://api.spotify.com/v1/audio-analysis/6kp8H3pc0uk2Xf8D6t7Jad,141584,3
Twilight Time - Single Version,The Platters,spotify:track:3MpGQae6zAFd7Z1FdLV9fV,0.455,0.361,9,-12.562,1,0.0473,0.747,0.0,0.238,0.285,115.854,audio_features,3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/tracks/3MpGQae6zAFd7Z1FdLV9fV,https://api.spotify.com/v1/audio-analysis/3MpGQae6zAFd7Z1FdLV9fV,168293,3
Sincerely,The Moonglows,spotify:track:5XyAUuCuGaBEx42WhFQ1fO,0.423,0.196,3,-12.298,1,0.0302,0.75,0.0,0.102,0.476,81.03,audio_features,5XyAUuCuGaBEx42WhFQ1fO,https://api.spotify.com/v1/tracks/5XyAUuCuGaBEx42WhFQ1fO,https://api.spotify.com/v1/audio-analysis/5XyAUuCuGaBEx42WhFQ1fO,191000,4
Sweet Nothin's,Brenda Lee,spotify:track:4ZiDhG5Ift5I6reAEOBBec,0.778,0.413,5,-10.551,1,0.0514,0.642,0.00104,0.148,0.961,125.235,audio_features,4ZiDhG5Ift5I6reAEOBBec,https://api.spotify.com/v1/tracks/4ZiDhG5Ift5I6reAEOBBec,https://api.spotify.com/v1/audio-analysis/4ZiDhG5Ift5I6reAEOBBec,144600,4
You Send Me - Remastered,Sam Cooke,spotify:track:1lx1VrA6qirxGch4Db3FDz,0.565,0.286,4,-10.871,0,0.0289,0.883,0.0,0.178,0.487,95.964,audio_features,1lx1VrA6qirxGch4Db3FDz,https://api.spotify.com/v1/tracks/1lx1VrA6qirxGch4Db3FDz,https://api.spotify.com/v1/audio-analysis/1lx1VrA6qirxGch4Db3FDz,163267,4
Whispering Bells,The Del-Vikings,spotify:track:3HYOGLROB66y1gFYxZyWhs,0.516,0.693,10,-9.837,1,0.0558,0.727,1.87e-05,0.443,0.777,127.008,audio_features,3HYOGLROB66y1gFYxZyWhs,https://api.spotify.com/v1/tracks/3HYOGLROB66y1gFYxZyWhs,https://api.spotify.com/v1/audio-analysis/3HYOGLROB66y1gFYxZyWhs,144267,4
Then He Kissed Me,The Crystals,spotify:track:7jeOETwLUP84mPQzxlD5nh,0.431,0.678,4,-7.945,1,0.0365,0.7,6.37e-06,0.199,0.633,135.919,audio_features,7jeOETwLUP84mPQzxlD5nh,https://api.spotify.com/v1/tracks/7jeOETwLUP84mPQzxlD5nh,https://api.spotify.com/v1/audio-analysis/7jeOETwLUP84mPQzxlD5nh,158685,4
I Get a Thrill - 2006 Remaster,The Honeydrippers,spotify:track:2lGeK0Xh60XIYJEuHDWloz,0.489,0.705,2,-8.54,0,0.0583,0.266,3.4e-06,0.31,0.787,78.459,audio_features,2lGeK0Xh60XIYJEuHDWloz,https://api.spotify.com/v1/tracks/2lGeK0Xh60XIYJEuHDWloz,https://api.spotify.com/v1/audio-analysis/2lGeK0Xh60XIYJEuHDWloz,160733,4
Sea of Love - 2006 Remaster,The Honeydrippers,spotify:track:0VMGij4wSGBM5pSTcqjxeD,0.422,0.411,7,-9.004,1,0.0257,0.111,0.00113,0.324,0.393,82.737,audio_features,0VMGij4wSGBM5pSTcqjxeD,https://api.spotify.com/v1/tracks/0VMGij4wSGBM5pSTcqjxeD,https://api.spotify.com/v1/audio-analysis/0VMGij4wSGBM5pSTcqjxeD,183880,4
I Got a Woman - 2006 Remaster,The Honeydrippers,spotify:track:0v8GfFfZWpYGzBGmnCQjFW,0.792,0.716,9,-10.004,1,0.0578,0.0805,0.000106,0.28,0.731,114.792,audio_features,0v8GfFfZWpYGzBGmnCQjFW,https://api.spotify.com/v1/tracks/0v8GfFfZWpYGzBGmnCQjFW,https://api.spotify.com/v1/audio-analysis/0v8GfFfZWpYGzBGmnCQjFW,180973,4
Rockin' at Midnight - 2006 Remaster,The Honeydrippers,spotify:track:2KRL3DGRNhiKDQQA50MLS6,0.487,0.789,9,-8.112,1,0.108,0.0515,4.25e-05,0.329,0.843,161.759,audio_features,2KRL3DGRNhiKDQQA50MLS6,https://api.spotify.com/v1/tracks/2KRL3DGRNhiKDQQA50MLS6,https://api.spotify.com/v1/audio-analysis/2KRL3DGRNhiKDQQA50MLS6,359853,4
There Goes My Baby (Single Version),The Drifters,spotify:track:6vgI88J33XNI6CKPCMlogc,0.4,0.681,6,-3.406,0,0.0327,0.514,0.0,0.625,0.635,63.996,audio_features,6vgI88J33XNI6CKPCMlogc,https://api.spotify.com/v1/tracks/6vgI88J33XNI6CKPCMlogc,https://api.spotify.com/v1/audio-analysis/6vgI88J33XNI6CKPCMlogc,130320,4
3AM,Matchbox Twenty,spotify:track:77QCfMGmEG334ZR9QR5zAR,0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,audio_features,77QCfMGmEG334ZR9QR5zAR,https://api.spotify.com/v1/tracks/77QCfMGmEG334ZR9QR5zAR,https://api.spotify.com/v1/audio-analysis/77QCfMGmEG334ZR9QR5zAR,225947,4
6th Avenue Heartache,The Wallflowers,spotify:track:2hj7HLh8FplBcxxlIBdnS6,0.441,0.883,5,-5.647,1,0.0432,0.0426,0.000135,0.249,0.545,150.057,audio_features,2hj7HLh8FplBcxxlIBdnS6,https://api.spotify.com/v1/tracks/2hj7HLh8FplBcxxlIBdnS6,https://api.spotify.com/v1/audio-analysis/2hj7HLh8FplBcxxlIBdnS6,340107,4
1983,Neon Trees,spotify:track:4DJLcyfnyEGlUejAEAX4az,0.463,0.981,10,-3.922,1,0.18,7.37e-05,0.0,0.102,0.703,153.048,audio_features,4DJLcyfnyEGlUejAEAX4az,https://api.spotify.com/v1/tracks/4DJLcyfnyEGlUejAEAX4az,https://api.spotify.com/v1/audio-analysis/4DJLcyfnyEGlUejAEAX4az,222560,4
The 59th Street Bridge Song (Feelin' Groovy),Simon & Garfunkel,spotify:track:58iKVrf8safM2oN78BAmK8,0.445,0.373,3,-14.703,1,0.054,0.79,0.0127,0.369,0.696,75.87,audio_features,58iKVrf8safM2oN78BAmK8,https://api.spotify.com/v1/tracks/58iKVrf8safM2oN78BAmK8,https://api.spotify.com/v1/audio-analysis/58iKVrf8safM2oN78BAmK8,113427,4
99 Luftballons,Nena,spotify:track:6HA97v4wEGQ5TUClRM0XLc,0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1,audio_features,6HA97v4wEGQ5TUClRM0XLc,https://api.spotify.com/v1/tracks/6HA97v4wEGQ5TUClRM0XLc,https://api.spotify.com/v1/audio-analysis/6HA97v4wEGQ5TUClRM0XLc,233000,4
According To You,Orianthi,spotify:track:72phhQtfwZcRweweRxxkmU,0.619,0.917,5,-2.582,1,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,audio_features,72phhQtfwZcRweweRxxkmU,https://api.spotify.com/v1/tracks/72phhQtfwZcRweweRxxkmU,https://api.spotify.com/v1/audio-analysis/72phhQtfwZcRweweRxxkmU,200347,4
Afternoon Delight,Starland Vocal Band,spotify:track:0GmRPoU0PrO1crMm7mB7zg,0.493,0.44,5,-11.775,1,0.029,0.485,0.0,0.105,0.745,147.032,audio_features,0GmRPoU0PrO1crMm7mB7zg,https://api.spotify.com/v1/tracks/0GmRPoU0PrO1crMm7mB7zg,https://api.spotify.com/v1/audio-analysis/0GmRPoU0PrO1crMm7mB7zg,193040,4
Ain't No Stoppin' Us Now,Various Artists,spotify:track:6EOdY7I7Xm1vPP1cyaGbWZ,0.747,0.701,1,-7.7,1,0.0453,0.127,0.0,0.084,0.87,112.964,audio_features,6EOdY7I7Xm1vPP1cyaGbWZ,https://api.spotify.com/v1/tracks/6EOdY7I7Xm1vPP1cyaGbWZ,https://api.spotify.com/v1/audio-analysis/6EOdY7I7Xm1vPP1cyaGbWZ,220867,4
Alfie,Lily Allen,spotify:track:5VUhLbg67bCVqsZr1EL5vc,0.772,0.886,0,-5.946,1,0.0282,0.0226,0.0,0.0709,0.976,120.015,audio_features,5VUhLbg67bCVqsZr1EL5vc,https://api.spotify.com/v1/tracks/5VUhLbg67bCVqsZr1EL5vc,https://api.spotify.com/v1/audio-analysis/5VUhLbg67bCVqsZr1EL5vc,166160,4
All Right,Christopher Cross,spotify:track:556Fdf9iUVDA2aSUDzlkNV,0.724,0.471,6,-11.914,0,0.0371,0.18,0.0,0.129,0.559,132.714,audio_features,556Fdf9iUVDA2aSUDzlkNV,https://api.spotify.com/v1/tracks/556Fdf9iUVDA2aSUDzlkNV,https://api.spotify.com/v1/audio-analysis/556Fdf9iUVDA2aSUDzlkNV,258716,4
All Star,Smash Mouth,spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,audio_features,3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,200373,4
All Summer Long,Kid Rock,spotify:track:32rHadAy6b8xYgSq22C0r8,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,audio_features,32rHadAy6b8xYgSq22C0r8,https://api.spotify.com/v1/tracks/32rHadAy6b8xYgSq22C0r8,https://api.spotify.com/v1/audio-analysis/32rHadAy6b8xYgSq22C0r8,297587,4
Angel Of The Morning,Juice Newton,spotify:track:6NVB6W7G3svCKe5zB7kY8q,0.456,0.233,8,-12.634,1,0.0255,0.433,6.42e-05,0.0538,0.424,75.174,audio_features,6NVB6W7G3svCKe5zB7kY8q,https://api.spotify.com/v1/tracks/6NVB6W7G3svCKe5zB7kY8q,https://api.spotify.com/v1/audio-analysis/6NVB6W7G3svCKe5zB7kY8q,254000,4
As Long as You Follow - 2002 Remaster,Fleetwood Mac,spotify:track:41VqepoGLCsK4ZnQRcm5EJ,0.603,0.668,5,-5.615,1,0.0229,0.271,2.12e-06,0.238,0.56,102.722,audio_features,41VqepoGLCsK4ZnQRcm5EJ,https://api.spotify.com/v1/tracks/41VqepoGLCsK4ZnQRcm5EJ,https://api.spotify.com/v1/audio-analysis/41VqepoGLCsK4ZnQRcm5EJ,258440,4
Baby Driver,Simon & Garfunkel,spotify:track:1IqlFiXd8zUKY4YEzybhYO,0.444,0.692,8,-11.009,1,0.0485,0.336,0.000346,0.0958,0.796,163.651,audio_features,1IqlFiXd8zUKY4YEzybhYO,https://api.spotify.com/v1/tracks/1IqlFiXd8zUKY4YEzybhYO,https://api.spotify.com/v1/audio-analysis/1IqlFiXd8zUKY4YEzybhYO,194600,4
Back Off Boogaloo,Ringo Starr,spotify:track:6lQQaXS35ts6dM68bibo6v,0.389,0.886,4,-7.18,1,0.0416,0.102,9.47e-06,0.0619,0.89,176.584,audio_features,6lQQaXS35ts6dM68bibo6v,https://api.spotify.com/v1/tracks/6lQQaXS35ts6dM68bibo6v,https://api.spotify.com/v1/audio-analysis/6lQQaXS35ts6dM68bibo6v,199707,4
Baker Street,Gerry Rafferty,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,audio_features,5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/tracks/5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/audio-analysis/5gOd6zDC8vhlYjqbQdJVWP,365627,4
Ballroom Blitz,Sweet,spotify:track:3GvM3WkkG1Bco2BCfRyRD7,0.641,0.842,11,-8.701,0,0.0687,0.0316,0.000646,0.0568,0.884,108.548,audio_features,3GvM3WkkG1Bco2BCfRyRD7,https://api.spotify.com/v1/tracks/3GvM3WkkG1Bco2BCfRyRD7,https://api.spotify.com/v1/audio-analysis/3GvM3WkkG1Bco2BCfRyRD7,243960,4
Beach Baby,Various Artists,spotify:track:3gOsZGaMej7EMVy6VBjxHM,0.4,0.73,7,-9.633,1,0.054,0.000968,0.0179,0.0612,0.442,134.602,audio_features,3gOsZGaMej7EMVy6VBjxHM,https://api.spotify.com/v1/tracks/3gOsZGaMej7EMVy6VBjxHM,https://api.spotify.com/v1/audio-analysis/3gOsZGaMej7EMVy6VBjxHM,293453,4
Bobbie Sue,The Oak Ridge Boys,spotify:track:0tcAmyvRR9jUbGTKn6m1NR,0.783,0.754,7,-12.717,1,0.0406,0.312,0.0416,0.107,0.97,134.009,audio_features,0tcAmyvRR9jUbGTKn6m1NR,https://api.spotify.com/v1/tracks/0tcAmyvRR9jUbGTKn6m1NR,https://api.spotify.com/v1/audio-analysis/0tcAmyvRR9jUbGTKn6m1NR,171800,4
Boulevard,Jackson Browne,spotify:track:1XAWMF1rJhCYPUHhjtbCh2,0.53,0.875,9,-6.495,1,0.0581,0.495,0.0,0.213,0.812,141.306,audio_features,1XAWMF1rJhCYPUHhjtbCh2,https://api.spotify.com/v1/tracks/1XAWMF1rJhCYPUHhjtbCh2,https://api.spotify.com/v1/audio-analysis/1XAWMF1rJhCYPUHhjtbCh2,200173,4
The Boys Are Back In Town,Thin Lizzy,spotify:track:43DeSV93pJPT4lCZaWZ6b1,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,audio_features,43DeSV93pJPT4lCZaWZ6b1,https://api.spotify.com/v1/tracks/43DeSV93pJPT4lCZaWZ6b1,https://api.spotify.com/v1/audio-analysis/43DeSV93pJPT4lCZaWZ6b1,266720,4
Brandy (You're a Fine Girl),Looking Glass,spotify:track:2BY7ALEWdloFHgQZG6VMLA,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,audio_features,2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/tracks/2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/audio-analysis/2BY7ALEWdloFHgQZG6VMLA,186827,4
Break My Stride,Various Artists,spotify:track:2ZqT3GcisHUBsEaqhLGHwU,0.901,0.654,10,-10.15,1,0.0655,0.2,0.0,0.165,0.781,110.131,audio_features,2ZqT3GcisHUBsEaqhLGHwU,https://api.spotify.com/v1/tracks/2ZqT3GcisHUBsEaqhLGHwU,https://api.spotify.com/v1/audio-analysis/2ZqT3GcisHUBsEaqhLGHwU,180240,4
Bring It Back Again,Stray Cats,spotify:track:57lr1ePBs4M9ZietZ1kK5o,0.418,0.967,2,-5.831,1,0.0349,0.0537,0.0,0.174,0.932,121.654,audio_features,57lr1ePBs4M9ZietZ1kK5o,https://api.spotify.com/v1/tracks/57lr1ePBs4M9ZietZ1kK5o,https://api.spotify.com/v1/audio-analysis/57lr1ePBs4M9ZietZ1kK5o,186960,4
Bus Stop - 1997 Remaster,The Hollies,spotify:track:0K3i1MJwU4v0Aq0VdYZnPg,0.625,0.76,4,-5.591,0,0.0388,0.0614,0.0,0.116,0.697,136.541,audio_features,0K3i1MJwU4v0Aq0VdYZnPg,https://api.spotify.com/v1/tracks/0K3i1MJwU4v0Aq0VdYZnPg,https://api.spotify.com/v1/audio-analysis/0K3i1MJwU4v0Aq0VdYZnPg,175160,4
The Candy Man,Sammy Davis Jr.,spotify:track:6jGb3Hhy6Dfhci1Eb3au0R,0.635,0.53,0,-11.179,1,0.0333,0.817,0.000108,0.341,0.808,131.188,audio_features,6jGb3Hhy6Dfhci1Eb3au0R,https://api.spotify.com/v1/tracks/6jGb3Hhy6Dfhci1Eb3au0R,https://api.spotify.com/v1/audio-analysis/6jGb3Hhy6Dfhci1Eb3au0R,192920,4
Celebration,Kool & The Gang,spotify:track:12LyiOOvhDZrio6pvX8I47,0.796,0.849,1,-5.89,1,0.0561,0.0458,0.0143,0.083,0.936,121.284,audio_features,12LyiOOvhDZrio6pvX8I47,https://api.spotify.com/v1/tracks/12LyiOOvhDZrio6pvX8I47,https://api.spotify.com/v1/audio-analysis/12LyiOOvhDZrio6pvX8I47,223880,4
Champagne Jam,Atlanta Rhythm Section,spotify:track:79uswZ7pqbHIqERDFqBDjS,0.5,0.598,9,-11.622,1,0.0385,0.0363,0.153,0.0838,0.657,122.35,audio_features,79uswZ7pqbHIqERDFqBDjS,https://api.spotify.com/v1/tracks/79uswZ7pqbHIqERDFqBDjS,https://api.spotify.com/v1/audio-analysis/79uswZ7pqbHIqERDFqBDjS,273227,4
Changes,Yes,spotify:track:6eKPSagnVU7gygR8Dm132W,0.546,0.904,2,-7.082,0,0.0534,0.436,0.00329,0.083,0.327,125.193,audio_features,6eKPSagnVU7gygR8Dm132W,https://api.spotify.com/v1/tracks/6eKPSagnVU7gygR8Dm132W,https://api.spotify.com/v1/audio-analysis/6eKPSagnVU7gygR8Dm132W,380120,4
Chevy Van (Original),Various Artists,spotify:track:2EOik7MRCtR3eUQUAR1bOE,0.422,0.469,9,-16.145,1,0.0351,0.526,0.0,0.156,0.701,152.28,audio_features,2EOik7MRCtR3eUQUAR1bOE,https://api.spotify.com/v1/tracks/2EOik7MRCtR3eUQUAR1bOE,https://api.spotify.com/v1/audio-analysis/2EOik7MRCtR3eUQUAR1bOE,173145,4
Chuck E's in Love,Rickie Lee Jones,spotify:track:3Z7mFVDy2izZNCvUWGy13Z,0.797,0.398,9,-10.789,1,0.0664,0.288,0.0,0.104,0.75,113.204,audio_features,3Z7mFVDy2izZNCvUWGy13Z,https://api.spotify.com/v1/tracks/3Z7mFVDy2izZNCvUWGy13Z,https://api.spotify.com/v1/audio-analysis/3Z7mFVDy2izZNCvUWGy13Z,209613,4
Clair,Gilbert O'Sullivan,spotify:track:6wAxiqfZzbxPUuvVan1ZuU,0.697,0.553,9,-6.911,1,0.0324,0.563,0.0,0.212,0.682,105.181,audio_features,6wAxiqfZzbxPUuvVan1ZuU,https://api.spotify.com/v1/tracks/6wAxiqfZzbxPUuvVan1ZuU,https://api.spotify.com/v1/audio-analysis/6wAxiqfZzbxPUuvVan1ZuU,182320,4
Cliffs Of Dover - Instrumental,Eric Johnson,spotify:track:5qm0KiVKMXW1kq6VrnIhz5,0.449,0.775,7,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,audio_features,5qm0KiVKMXW1kq6VrnIhz5,https://api.spotify.com/v1/tracks/5qm0KiVKMXW1kq6VrnIhz5,https://api.spotify.com/v1/audio-analysis/5qm0KiVKMXW1kq6VrnIhz5,249768,4
Come Dancing,The Kinks,spotify:track:2FOeAKpaJrsJYJT21I4KQN,0.489,0.743,0,-11.963,0,0.0668,0.242,2.22e-05,0.0748,0.91,153.016,audio_features,2FOeAKpaJrsJYJT21I4KQN,https://api.spotify.com/v1/tracks/2FOeAKpaJrsJYJT21I4KQN,https://api.spotify.com/v1/audio-analysis/2FOeAKpaJrsJYJT21I4KQN,235413,4
Crazy Little Thing Called Love,Queen,spotify:track:2NpKgRCZfFb8fVmvk16iMx,0.627,0.569,0,-13.453,1,0.0421,0.499,0.0,0.147,0.743,76.826,audio_features,2NpKgRCZfFb8fVmvk16iMx,https://api.spotify.com/v1/tracks/2NpKgRCZfFb8fVmvk16iMx,https://api.spotify.com/v1/audio-analysis/2NpKgRCZfFb8fVmvk16iMx,163427,4
Crocodile Rock,Elton John,spotify:track:5cmIWIBxZj9HpqrVtj4KWG,0.618,0.78,4,-7.653,0,0.0369,0.0423,6.1e-06,0.0683,0.968,149.933,audio_features,5cmIWIBxZj9HpqrVtj4KWG,https://api.spotify.com/v1/tracks/5cmIWIBxZj9HpqrVtj4KWG,https://api.spotify.com/v1/audio-analysis/5cmIWIBxZj9HpqrVtj4KWG,235280,4
The Curly Shuffle,Jump 'N' The Saddle Band,spotify:track:5Pijq9ImAu5xweS1lxAKwK,0.632,0.484,9,-11.772,1,0.104,0.156,0.0,0.153,0.873,80.687,audio_features,5Pijq9ImAu5xweS1lxAKwK,https://api.spotify.com/v1/tracks/5Pijq9ImAu5xweS1lxAKwK,https://api.spotify.com/v1/audio-analysis/5Pijq9ImAu5xweS1lxAKwK,174707,4
Dan the Banjo Man,Various Artists,spotify:track:1PzK7QnAtEqEdlqHh5PAbN,0.439,0.936,10,-9.771,1,0.0476,0.245,0.96,0.0864,0.265,88.25,audio_features,1PzK7QnAtEqEdlqHh5PAbN,https://api.spotify.com/v1/tracks/1PzK7QnAtEqEdlqHh5PAbN,https://api.spotify.com/v1/audio-analysis/1PzK7QnAtEqEdlqHh5PAbN,187800,4
The Death of Suzzy Roche,The Roches,spotify:track:4gFN7Pwb8IUqncL74NGZ78,0.777,0.317,2,-13.845,1,0.0829,0.336,0.0,0.0418,0.717,133.192,audio_features,4gFN7Pwb8IUqncL74NGZ78,https://api.spotify.com/v1/tracks/4gFN7Pwb8IUqncL74NGZ78,https://api.spotify.com/v1/audio-analysis/4gFN7Pwb8IUqncL74NGZ78,181267,4
